"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 26 05:12:56 GMT 2021","Fri Nov 26 05:12:57 GMT 2021","1031","","Aprendendo o verbo GET","","consultas no portal VR","","consultas no portal VR","Location - features/specs/verbo_get.feature:11"
"failed","Fri Nov 26 05:12:57 GMT 2021","Fri Nov 26 05:12:58 GMT 2021","809","","Aprendendo o verbo GET","","consultas negativa no portal VR","","consultas negativa no portal VR","Location - features/specs/verbo_get.feature:18"
