"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Nov 06 14:45:28 GMT 2021","Sat Nov 06 14:45:43 GMT 2021","15157","","Aprendendo o verbo GET","","consultas no portal VR","","consultas no portal VR","Location - features/specs/verbo_get.feature:11"
"failed","Sat Nov 06 14:45:43 GMT 2021","Sat Nov 06 14:45:58 GMT 2021","15025","","Aprendendo o verbo GET","","consultas negativa no portal VR","","consultas negativa no portal VR","Location - features/specs/verbo_get.feature:18"
