"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Nov 06 14:54:26 GMT 2021","Sat Nov 06 14:54:27 GMT 2021","1122","","Aprendendo o verbo GET","","consultas no portal VR","","consultas no portal VR","Location - features/specs/verbo_get.feature:11"
"failed","Sat Nov 06 14:54:27 GMT 2021","Sat Nov 06 14:54:28 GMT 2021","821","","Aprendendo o verbo GET","","consultas negativa no portal VR","","consultas negativa no portal VR","Location - features/specs/verbo_get.feature:18"
