"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Dec 24 05:14:28 GMT 2021","Fri Dec 24 05:14:29 GMT 2021","777","","Aprendendo o verbo GET","","consultas negativa no portal VR","","consultas negativa no portal VR","Location - features/specs/verbo_get.feature:18"
"passed","Fri Dec 24 05:14:26 GMT 2021","Fri Dec 24 05:14:28 GMT 2021","1377","","Aprendendo o verbo GET","","consultas no portal VR","","consultas no portal VR","Location - features/specs/verbo_get.feature:11"
