"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 07 05:15:18 GMT 2022","Fri Jan 07 05:15:19 GMT 2022","965","","Aprendendo o verbo GET","","consultas no portal VR","","consultas no portal VR","Location - features/specs/verbo_get.feature:11"
"failed","Fri Jan 07 05:15:19 GMT 2022","Fri Jan 07 05:15:19 GMT 2022","939","","Aprendendo o verbo GET","","consultas negativa no portal VR","","consultas negativa no portal VR","Location - features/specs/verbo_get.feature:18"
